Time,Position_X,Position_Y,Position_Z
43.532671979,-28.882406,1.6451579,8.0
43.613844283,-28.908867,1.614381,8.0
43.678608563,-28.929615,1.5895228,8.0
43.740867899,-28.949259,1.5653723,8.0
43.80496699,-28.969166,1.5402563,8.0
43.884794198,-28.993504,1.5086228,8.0
43.964593817,-29.017326,1.4766161,8.0
44.038136941,-29.038828,1.4467837,8.0
44.116004869,-29.061111,1.4148579,8.0
44.190401722,-29.081934,1.3840346,8.0
44.256869732,-29.10015,1.3562355,8.0
44.323295598,-29.117981,1.3282168,8.0
44.386559685,-29.134615,1.3013136,8.0
44.457412214,-29.152842,1.2709353,8.0
44.51929848,-29.168407,1.2441912,8.0
44.587391361,-29.18515,1.2145463,8.0
44.65793759,-29.202066,1.183597,8.0
44.725158321,-29.217781,1.1538843,8.0
44.787640975,-29.232025,1.1260816,8.0
44.859637567,-29.248009,1.0938258,8.0
44.930101844,-29.2632,1.0620362,8.0
44.994256791,-29.27664,1.0329132,8.0
45.060896656,-29.290205,1.002478,8.0
45.122193386,-29.302322,0.97432667,8.0
45.185462086,-29.314466,0.9451151,8.0
45.251752061,-29.326794,0.91435003,8.0
45.322706471,-29.339535,0.88123804,8.0
45.387534273,-29.350761,0.85083234,8.0
45.465966423,-29.36382,0.813855,8.0
45.544912966,-29.376375,0.7764304,8.0
45.62540473,-29.388565,0.73807657,8.0
45.69366871,-29.398418,0.7053982,8.0
45.767262883,-29.408543,0.6700207,8.0
45.830986852,-29.416885,0.6392705,8.0
45.899697746,-29.425442,0.6059996,8.0
45.966746498,-29.43335,0.5734195,8.0
46.035914091,-29.441048,0.5397051,8.0
46.101103644,-29.447878,0.50783217,8.0
46.16830094,-29.454481,0.47488984,8.0
46.234686642,-29.46057,0.44226065,8.0
46.302397417,-29.466333,0.40889964,8.0
46.369626437,-29.471607,0.3757041,8.0
46.455022548,-29.477665,0.3334379,8.0
46.520647623,-29.481827,0.3008897,8.0
46.590969099,-29.485813,0.2659547,8.0
46.656838956,-29.489101,0.2331867,8.0
46.731744112,-29.492315,0.19587204,8.0
46.816641843,-29.495281,0.1535259,8.0
46.892386774,-29.49732,0.115708426,8.0
46.9585731,-29.498634,0.08264222,8.0
47.022627503,-29.499487,0.05062705,8.0
47.093478305,-29.499954,0.015203799,8.0
47.15774227,-29.499943,-0.016925264,8.0
47.224076502,-29.499498,-0.050090834,8.0
47.298620552,-29.498474,-0.08734838,8.0
47.361694811,-29.497173,-0.11885697,8.0
47.425272824,-29.49546,-0.15060128,8.0
47.502316125,-29.492844,-0.18903323,8.0
47.576437705,-29.489767,-0.22596717,8.0
47.643694749,-29.486502,-0.2594346,8.0
47.710771786,-29.482798,-0.2927699,8.0
47.777820452,-29.47865,-0.3260336,8.0
47.847958568,-29.473831,-0.36076987,8.0
47.922503658,-29.468178,-0.3976126,8.0
47.99911427,-29.461796,-0.43538123,8.0
48.059785256,-29.456333,-0.46521887,8.0
48.139594297,-29.448595,-0.5043674,8.0
48.205314549,-29.441753,-0.5365061,8.0
48.279956966,-29.433472,-0.5728975,8.0
48.345805448,-29.425716,-0.6048963,8.0
48.410665436,-29.417667,-0.6363083,8.0
48.470815433,-29.409836,-0.6653476,8.0
48.543227191,-29.399948,-0.700177,8.0
48.611342634,-29.390186,-0.7328061,8.0
48.682087399,-29.37958,-0.7665497,8.0
48.743171711,-29.370039,-0.795562,8.0
48.810834919,-29.359055,-0.82756335,8.0
48.873342127,-29.348526,-0.8569879,8.0
48.943781676,-29.33622,-0.88998705,8.0
49.010240589,-29.324184,-0.92096126,8.0
49.086257799,-29.309914,-0.95618916,8.0
49.15101601,-29.297337,-0.9860236,8.0
49.229825093,-29.28151,-1.0221109,8.0
49.295467076,-29.267895,-1.0519744,8.0
49.366453842,-29.252731,-1.0840653,8.0
49.435882737,-29.237463,-1.1152401,8.0
49.506829973,-29.221413,-1.1468757,8.0
49.597484722,-29.200254,-1.186962,8.0
49.66951888,-29.182928,-1.2185352,8.0
49.735856861,-29.166569,-1.2473891,8.0
49.80903114,-29.148083,-1.2789621,8.0
49.87225519,-29.131739,-1.3060213,8.0
49.939044261,-29.114103,-1.3343799,8.0
50.024325116,-29.091036,-1.3702433,8.0
50.099757711,-29.070127,-1.4016318,8.0
50.160196174,-29.053036,-1.4265501,8.0
50.224855811,-29.034414,-1.4529815,8.0
50.280403536,-29.018148,-1.4754926,8.0
50.340716299,-29.000202,-1.4997296,8.0
50.414645374,-28.97781,-1.5291392,8.0
50.492353134,-28.953808,-1.5596905,8.0
50.559214847,-28.932777,-1.5856774,8.0
50.626843441,-28.911154,-1.6116741,8.0
50.693713727,-28.889427,-1.6370897,8.0
50.774196465,-28.862833,-1.6672887,8.0
50.855874862,-28.83535,-1.6974952,8.0
50.923569322,-28.812199,-1.7221882,8.0
50.994775179,-28.787493,-1.7478191,8.0
51.075738358,-28.758957,-1.7765342,8.0
51.156035679,-28.7302,-1.8045523,8.0
51.220934059,-28.706633,-1.8268569,8.0
51.296616284,-28.678787,-1.8524779,8.0
51.377329667,-28.648664,-1.8793358,8.0
51.445258276,-28.622982,-1.9015604,8.0
51.507596223,-28.599148,-1.9216465,8.0
51.567867603,-28.575869,-1.9407833,8.0
51.632746139,-28.550552,-1.9610673,8.0
51.699109281,-28.52439,-1.9814732,8.0
51.767223106,-28.497255,-2.002056,8.0
51.828783351,-28.472492,-2.0203378,8.0
51.889994951,-28.447649,-2.0382128,8.0
51.947378948,-28.424164,-2.054692,8.0
52.010506553,-28.398108,-2.0725088,8.0
52.070866599,-28.372988,-2.0892348,8.0
52.13600882,-28.345652,-2.1069458,8.0
52.20399156,-28.316881,-2.1250467,8.0
52.271256524,-28.288176,-2.1425693,8.0
52.336922405,-28.259928,-2.1593018,8.0
52.405120114,-28.230356,-2.1762862,8.0
52.472466004,-28.200935,-2.1926596,8.0
52.548510567,-28.167448,-2.2106707,8.0
52.625425971,-28.133305,-2.228367,8.0
52.693148267,-28.10302,-2.2435126,8.0
52.765155364,-28.070599,-2.2591636,8.0
52.831291831,-28.040623,-2.2731268,8.0
52.906428325,-28.006346,-2.2885082,8.0
52.989751801,-27.968073,-2.3049588,8.0
53.0705695,-27.93069,-2.3203049,8.0
53.133601045,-27.901367,-2.3318532,8.0
53.208896444,-27.86615,-2.3451622,8.0
53.27486231,-27.835135,-2.356385,8.0
53.34325947,-27.802826,-2.3675876,8.0
53.409920395,-27.771189,-2.3780804,8.0
53.471196348,-27.741987,-2.387353,8.0
53.536440453,-27.710772,-2.3968318,8.0
53.610511976,-27.67519,-2.4070973,8.0
53.677795206,-27.642736,-2.4159656,8.0
53.745185432,-27.610117,-2.4244087,8.0
53.811870437,-27.57773,-2.4323294,8.0
53.880808322,-27.54414,-2.440064,8.0
53.957218195,-27.50679,-2.4480941,8.0
54.042490291,-27.464966,-2.4563808,8.0
54.103143497,-27.435137,-2.4618397,8.0
54.173881914,-27.400263,-2.4677498,8.0
54.241143841,-27.367033,-2.4729106,8.0
54.314685263,-27.330622,-2.4780414,8.0
54.395064998,-27.290743,-2.483036,8.0
54.45953483,-27.258705,-2.4865785,8.0
54.525037874,-27.226105,-2.4897542,8.0
54.596126867,-27.190685,-2.4927173,8.0
54.665915093,-27.155876,-2.4951358,8.0
54.726163971,-27.1258,-2.4968328,8.0
54.797381082,-27.090225,-2.4983714,8.0
54.863984491,-27.05694,-2.4993515,8.0
54.927349356,-27.02526,-2.4998724,8.0
54.999792977,-26.989038,-2.499976,8.0
55.067965911,-26.954954,-2.4995942,8.0
55.139505072,-26.919199,-2.498694,8.0
55.228999672,-26.874489,-2.4968474,8.0
55.300547959,-26.838772,-2.4947958,8.0
55.380651537,-26.798826,-2.4918928,8.0
55.440833713,-26.768848,-2.4892907,8.0
55.505269923,-26.73679,-2.4861054,8.0
55.570531073,-26.704363,-2.4824584,8.0
55.642512865,-26.668657,-2.4779449,8.0
55.712067676,-26.63422,-2.4730964,8.0
55.783270238,-26.59904,-2.4676366,8.0
55.868858676,-26.55686,-2.460412,8.0
55.934307978,-26.524693,-2.4544005,8.0
55.994643786,-26.49511,-2.4484866,8.0
56.069750041,-26.45839,-2.4406264,8.0
56.136567983,-26.425825,-2.4331713,8.0
56.199188907,-26.395395,-2.4257894,8.0
56.257153917,-26.367315,-2.4186175,8.0
56.318920015,-26.337484,-2.4106169,8.0
56.389901486,-26.303333,-2.4009697,8.0
56.463240926,-26.26819,-2.3904927,8.0
56.529824304,-26.236425,-2.380536,8.0
56.595577556,-26.205185,-2.3702886,8.0
56.658407775,-26.17546,-2.3601136,8.0
56.729971599,-26.141768,-2.348071,8.0
56.799763672,-26.109077,-2.3358634,8.0
56.860525606,-26.080757,-2.3248641,8.0
56.919317369,-26.053484,-2.3138945,8.0
56.996822724,-26.017735,-2.2989461,8.0
57.059913768,-25.988804,-2.286369,8.0
57.121052609,-25.960922,-2.2738335,8.0
57.181341173,-25.93358,-2.261139,8.0
57.242149999,-25.906162,-2.2480032,8.0
57.301983773,-25.87934,-2.234753,8.0
57.362338586,-25.852446,-2.2210622,8.0
57.423130145,-25.825527,-2.206947,8.0
57.493992085,-25.794369,-2.1900806,8.0
57.560709879,-25.765253,-2.1737986,8.0
57.644323327,-25.729076,-2.1528473,8.0
57.723608981,-25.695097,-2.1324234,8.0
57.795365124,-25.66463,-2.113478,8.0
57.862991941,-25.63617,-2.0952244,8.0
57.93603623,-25.605707,-2.0750782,8.0
58.002347431,-25.57831,-2.056404,8.0
58.066406207,-25.552082,-2.0380216,8.0
58.137298324,-25.523333,-2.0172884,8.0
58.217335677,-25.491232,-1.9933934,8.0
58.28189236,-25.46562,-1.9737469,8.0
58.358560182,-25.435537,-1.9499888,8.0
58.440728527,-25.403704,-1.9240167,8.0
58.502515691,-25.38005,-1.9041438,8.0
58.56310528,-25.357096,-1.8843734,8.0
58.62582176,-25.33359,-1.8636192,8.0
58.688046197,-25.310528,-1.8427378,8.0
58.760860145,-25.28387,-1.8179386,8.0
58.826567736,-25.260128,-1.7952294,8.0
58.907742026,-25.231215,-1.7667483,8.0
58.976624834,-25.207043,-1.7422132,8.0
59.052176404,-25.180923,-1.7149239,8.0
59.125444331,-25.15599,-1.6880853,8.0
59.190265609,-25.13426,-1.6640363,8.0
59.253573899,-25.113342,-1.6402814,8.0
59.314458191,-25.09351,-1.6171874,8.0
59.389262674,-25.069529,-1.588484,8.0
59.454638652,-25.048923,-1.5631065,8.0
59.525713622,-25.026903,-1.535216,8.0
59.593615051,-25.006237,-1.5082799,8.0
59.666005723,-24.98461,-1.4792576,8.0
59.736269756,-24.964022,-1.4507896,8.0
59.795166797,-24.947075,-1.426708,8.0
59.857675172,-24.9294,-1.4009321,8.0
59.927968253,-24.909908,-1.371684,8.0
